iter	Logloss
218	0.0005950984576
219	0.0005950882272
220	0.0005873546249
221	0.0005873243385
222	0.0005873321991
223	0.000579587615
224	0.0005795861122
225	0.0005795975563
226	0.0005795690039
227	0.0005786801797
228	0.0005786794284
229	0.0005786645164
230	0.0005786844568
231	0.0005786842834
232	0.0005786779834
233	0.0005786697182
234	0.0005786739953
235	0.0005786739953
236	0.0005786739953
237	0.0005786739953
238	0.0005715612058
239	0.0005715545012
240	0.0005715668122
241	0.0005715556571
242	0.0005715475076
243	0.0005648523695
244	0.0005648523695
245	0.0005648523695
246	0.0005648624264
247	0.0005648575135
248	0.000564856242
249	0.0005648531786
250	0.000557548325
251	0.0005575414469
252	0.0005575507525
253	0.0005575507525
254	0.0005575508681
255	0.0005575605204
256	0.0005575479782
257	0.0005575442791
258	0.000557531679
259	0.0005575383836
260	0.0005575357249
261	0.0005575255524
262	0.000557509311
263	0.0005575133569
264	0.0005575053229
265	0.0005575195413
266	0.0005487485729
267	0.000548752272
268	0.0005487662014
269	0.0005487435444
270	0.0005487501334
271	0.0005487410591
272	0.000548743949
273	0.000548735337
274	0.0005487461453
275	0.0005487391517
276	0.0005487325627
277	0.0005487128534
278	0.0005487033167
279	0.0005486921038
280	0.0005487055708
281	0.0005426487007
282	0.0005426489319
283	0.0005426465044
284	0.0005426465044
285	0.0005426468512
286	0.0005426534402
287	0.0005426500301
288	0.0005426387594
289	0.0005426366208
290	0.0005426270263
291	0.0005426263905
292	0.0005426210731
293	0.0005426095134
294	0.0005426189345
295	0.0005426157556
296	0.0005426095134
297	0.0005426068547
298	0.0005426068547
299	0.0005425954106
300	0.0005425954106
301	0.0005425954106
302	0.0005425954106
303	0.0005425954106
304	0.0005425857004
305	0.0005425722912
306	0.00054257206
307	0.00054258125
308	0.000542578071
309	0.0005425837931
310	0.0005425630434
311	0.0005425624077
312	0.0005425674939
313	0.0005425555297
314	0.0005425605003
315	0.0005425523507
316	0.0005425515416
317	0.0005425411378
318	0.000537778201
319	0.0005377813221
320	0.0005377677973
321	0.0005377787212
322	0.000537770745
323	0.0005304422518
324	0.0005304465289
325	0.0005304449105
326	0.0005304354316
327	0.0005304495344
328	0.000530435316
329	0.0005304388995
330	0.0005304362985
331	0.0005304303453
332	0.0005304303453
333	0.0005304231783
334	0.0005304237563
335	0.000530410925
336	0.000530406359
337	0.0005304035268
338	0.0005304015617
339	0.0005303881525
340	0.0005303861873
341	0.0005303835286
342	0.000530368501
343	0.0005303738184
344	0.0005303650331
345	0.0005303698882
346	0.0005303728937
347	0.0005303591376
348	0.0005303580973
349	0.0005303626634
350	0.0005303511037
351	0.0005303301228
352	0.0005303288513
353	0.0005303444568
354	0.0005303239962
355	0.0005303268283
356	0.0005303178118
357	0.0005303041713
358	0.0005303067723
359	0.0005302982181
360	0.0005302982181
361	0.0005303059631
362	0.0005303059631
363	0.0005302983915
364	0.0005302983915
365	0.0005302840575
366	0.0005302850401
367	0.0005302905887
368	0.0005302905887
369	0.0005302886814
370	0.0005302811098
371	0.0005302703015
372	0.0005302661978
373	0.0005302661978
374	0.0005302725556
375	0.0005302496096
376	0.0005302594354
377	0.0005302597244
378	0.0005302597244
379	0.0005302597244
380	0.0005302597244
381	0.0005302597244
382	0.0005302597244
383	0.0005302675849
384	0.0005302500142
385	0.0005302396683
386	0.0005302394371
387	0.0005302394371
388	0.0005302394371
389	0.0005302364316
390	0.0005302270105
391	0.0005302364894
392	0.0005302238315
393	0.000530221115
394	0.0005302167223
395	0.0005302181673
396	0.0005302295536
397	0.000530215393
398	0.0005301999608
399	0.0005302030241
400	0.0005301975333
401	0.0005302046425
402	0.000530184702
403	0.0005301790378
404	0.0005301783442
405	0.0005301707148
406	0.0005301690386
407	0.0005301589239
408	0.0005301663221
409	0.0005301663221
410	0.0005301542422
411	0.0005301656863
412	0.0005301524505
413	0.0005301409486
414	0.0005301409486
415	0.0005301363247
416	0.0005301363247
417	0.000530156901
418	0.0005301354
419	0.0005301308339
420	0.0005301288687
421	0.0005301420468
422	0.0005301326834
423	0.0005301180026
424	0.0005301180026
425	0.0005301217017
426	0.0005242375333
427	0.0005242483416
428	0.0005242402498
429	0.0005242366663
430	0.0005242252222
431	0.0005242229681
432	0.0005242356259
433	0.0005242281699
434	0.0005242248754
435	0.000524210368
436	0.0005242096744
437	0.0005242025652
438	0.0005242025652
439	0.0005242164369
440	0.0005241995597
441	0.0005242070735
442	0.0005241914101
443	0.0005171012776
444	0.0005170920877
445	0.0005105259556
446	0.0005105099455
447	0.000510518095
448	0.0005105243373
449	0.0005033657714
450	0.0005033725338
451	0.0005033577374
452	0.0005033546163
453	0.0005033587778
454	0.0005033475071
455	0.0004973882007
456	0.0004973800511
457	0.0004973800511
458	0.0004973800511
459	0.0004973800511
460	0.0004973617868
461	0.0004903170261
462	0.0004903043682
463	0.0004903040792
464	0.0004903011315
465	0.0004838776171
466	0.000483877646
467	0.0004838749872
468	0.0004838730799
469	0.0004838725597
470	0.0004838620115
471	0.000483846955
472	0.0004838524169
473	0.0004838468972
474	0.0004838417531
475	0.0004838434582
476	0.0004838338348
477	0.0004838352219
478	0.0004838285173
479	0.0004838285173
480	0.0004838205411
481	0.0004838191829
482	0.0004838034328
483	0.0004838107732
484	0.0004838099351
485	0.0004838121314
486	0.0004837962658
487	0.0004837962658
488	0.0004837986644
489	0.0004837986644
490	0.0004838066406
491	0.0004837788685
492	0.0004837860355
493	0.0004837730886
494	0.000483765517
495	0.000483765517
496	0.0004837758629
497	0.000483772973
498	0.000483772973
499	0.0004837720482
500	0.0004837593615
501	0.0004837618757
502	0.0004837517032
503	0.0004837387274
504	0.0004837321673
505	0.0004837512986
506	0.0004837430334
507	0.0004837430334
508	0.0004837370224
509	0.000483733988
510	0.0004837252315
511	0.0004837271678
512	0.0004837128338
513	0.0004837248847
514	0.0004837193939
515	0.0004837193939
516	0.0004837273701
517	0.0004837273701
518	0.0004837273701
519	0.0004837014475
520	0.0004837021121
521	0.0004837020543
522	0.0004836818249
523	0.0004836824029
524	0.0004836704097
525	0.0004836775767
526	0.0004836775767
527	0.0004836775767
528	0.0004836656124
529	0.0004836736464
530	0.0004836483018
531	0.0004836576363
532	0.0004836458454
533	0.000483639661
534	0.000483643389
535	0.0004836431578
536	0.0004836386495
537	0.0004836386495
538	0.000483629893
539	0.0004836100682
540	0.0004836177842
541	0.0004836002135
542	0.0004836042305
543	0.0004836099237
544	0.0004836163971
545	0.0004835843768
546	0.0004835996933
547	0.0004835994044
548	0.0004835806488
549	0.0004835806488
550	0.0004835826139
551	0.0004835826139
552	0.0004835826139
553	0.0004835826139
554	0.0004835826139
555	0.0004835758226
556	0.0004835779033
557	0.0004835779033
558	0.0004835753891
559	0.0004835678175
560	0.0004835619799
561	0.0004835660836
562	0.0004835660836
563	0.0004835683377
564	0.0004835614308
565	0.0004835419527
566	0.0004835426752
567	0.0004835529922
568	0.0004835399876
569	0.0004835276187
570	0.0004835276187
571	0.0004835276187
572	0.0004835276187
573	0.0004835312311
574	0.0004835312311
575	0.0004835221279
576	0.0004835345545
577	0.000483520365
578	0.0004835097012
579	0.0004835185444
580	0.0004835081984
581	0.0004835100769
582	0.0004834993553
583	0.0004834930553
584	0.0004834807731
585	0.0004834968699
586	0.0004834931419
587	0.0004834838942
588	0.0004834838942
589	0.0004834808598
590	0.0004834808598
591	0.0004834766405
592	0.0004834717276
593	0.0004834717276
594	0.0004834668437
595	0.0004834668437
596	0.0004834536367
597	0.0004834505156
598	0.0004834499665
599	0.0004834512381
600	0.0004834454872
601	0.0004834454872
602	0.0004834434353
603	0.0004834434353
604	0.0004834471633
605	0.0004834379734
606	0.0004834227724
607	0.0004834188421
608	0.0004834188421
609	0.0004834179751
610	0.0004834179751
611	0.0004834153164
612	0.0004834153164
613	0.0004834174549
614	0.0004834069067
615	0.0004833982658
616	0.000483397919
617	0.0004833895383
618	0.0004833965319
619	0.0004833857236
620	0.0004833908098
621	0.0004833908098
622	0.0004833715919
623	0.0004833715919
624	0.0004833712162
625	0.0004833712162
626	0.0004833712162
627	0.0004833620262
628	0.0004833620262
629	0.0004833620262
630	0.0004833580959
631	0.0004833634423
632	0.0004833581537
633	0.0004833439642
634	0.0004833439642
635	0.0004833439642
636	0.0004833463918
637	0.0004833446289
638	0.0004833446289
639	0.0004833286765
640	0.0004833286765
641	0.0004833315087
642	0.0004833252664
643	0.0004833252664
644	0.0004833252664
645	0.0004833252664
646	0.0004833318843
647	0.0004833318843
648	0.0004833157297
649	0.0004833308729
650	0.000483321076
651	0.0004833027828
652	0.0004833027828
653	0.0004833005865
654	0.0004832975521
655	0.0004832911365
656	0.0004832911365
657	0.0004832911365
658	0.0004832911365
659	0.0004832911365
660	0.0004832911365
661	0.0004832911365
662	0.0004832949801
663	0.0004832949801
664	0.0004832879286
665	0.0004832879286
666	0.0004832879286
667	0.0004832879286
668	0.0004832779006
669	0.0004832779006
670	0.0004832779006
671	0.0004832675547
672	0.0004832817442
673	0.0004832817442
674	0.0004832627863
675	0.0004832627863
676	0.0004832447821
677	0.0004832553303
678	0.0004832553303
679	0.0004832553303
680	0.0004832553303
681	0.0004832400716
682	0.0004832325578
683	0.0004832325578
684	0.0004832325578
685	0.0004832325578
686	0.0004832325578
687	0.0004832209981
688	0.0004832209981
689	0.0004832209981
690	0.0004832209981
691	0.0004832303614
692	0.0004832271247
693	0.0004831992081
694	0.0004831941796
695	0.0004831791809
696	0.0004831756263
697	0.0004831756263
698	0.0004831783139
699	0.0004831783139
700	0.0004831783139
701	0.000483177996
702	0.0004831591538
703	0.0004831591538
704	0.0004831655694
705	0.0004831413229
706	0.0004831413229
707	0.0004831413229
708	0.0004831400803
709	0.0004831400803
710	0.0004831400803
711	0.0004831400803
712	0.0004831402826
713	0.0004831402826
714	0.0004831402826
715	0.0004831402826
716	0.0004831457445
717	0.0004831345605
718	0.0004831222495
719	0.0004831229142
720	0.0004831077421
721	0.0004830965003
722	0.0004830879461
723	0.0004830879461
724	0.0004830815883
725	0.0004830815883
726	0.0004830789296
727	0.0004830576597
728	0.0004830576597
729	0.0004830488455
730	0.0004830393954
731	0.0004830467936
732	0.0004830270844
733	0.000483035205
734	0.0004830136462
735	0.0004830115944
736	0.000483017143
737	0.0004829998902
738	0.0004830092825
739	0.0004829837933
740	0.0004829838511
741	0.0004829760484
742	0.0004829613098
743	0.0004829682167
744	0.0004829721759
745	0.0004829688814
746	0.0004829523799
747	0.0004829523799
748	0.0004829389129
749	0.0004829480739
750	0.0004829480739
751	0.0004829323528
752	0.0004829305032
753	0.0004829253013
754	0.0004829091178
755	0.0004829022687
756	0.0004829019219
757	0.0004828979916
758	0.0004828844379
759	0.0004828876168
760	0.0004828876168
761	0.0004828836287
762	0.0004828825883
763	0.0004828770397
764	0.0004828561455
765	0.0004828637749
766	0.0004828395285
767	0.0004828458863
768	0.000482841378
769	0.0004828273619
770	0.0004828297895
771	0.0004828297895
772	0.0004828243275
773	0.000482819588
774	0.000482827622
775	0.0004828125944
776	0.0004827975957
777	0.0004827902842
778	0.0004827736961
779	0.000482766558
780	0.0004827666447
781	0.0004827621364
782	0.0004827617896
783	0.0004827416758
784	0.0004827604602
785	0.0004827473111
786	0.0004827373698
787	0.00048271925
788	0.0004827283243
789	0.000482714944
790	0.0004826998297
791	0.0004827019971
792	0.0004827017659
793	0.0004826989049
794	0.0004826830682
795	0.0004826806695
796	0.0004826731557
797	0.0004826760745
798	0.0004826655263
799	0.0004826493717
800	0.0004826570011
801	0.000482659891
802	0.0004826543423
803	0.0004826376675
804	0.0004826395459
805	0.0004826273505
806	0.0004826278418
807	0.0004826213972
808	0.000482612005
809	0.000482612005
810	0.0004825963416
811	0.0004825969196
812	0.000482589637
813	0.0004825877008
814	0.0004825826723
815	0.0004825785975
816	0.0004825785975
817	0.0004825759099
818	0.0004825759099
819	0.0004825759099
820	0.0004825510855
821	0.0004825675291
822	0.0004825492648
823	0.0004825542644
824	0.000482536029
825	0.000482533717
826	0.0004825257408
827	0.0004825123316
828	0.0004825068408
829	0.0004825011187
830	0.000482499905
831	0.0004824919288
832	0.0004824877095
833	0.0004824700521
834	0.0004824617291
835	0.0004824680002
836	0.0004824529726
837	0.0004824608043
838	0.0004824335813
839	0.0004824417886
840	0.0004824157504
841	0.0004824327432
842	0.0004824114734
843	0.0004824142477
844	0.0004824086412
845	0.0004823957522
846	0.0004823909838
847	0.0004824004339
848	0.0004823962724
849	0.0004823694539
850	0.0004823694539
851	0.0004823694539
852	0.0004823694539
853	0.0004823694539
854	0.0004823694539
855	0.0004823694539
856	0.0004823694539
857	0.0004823694539
858	0.0004823694539
859	0.0004823694539
860	0.0004823694539
861	0.0004823694539
862	0.0004823694539
863	0.0004823694539
864	0.0004823694539
865	0.0004823694539
866	0.0004823694539
867	0.0004823694539
868	0.0004823694539
869	0.0004823694539
870	0.0004823694539
871	0.0004823694539
872	0.0004823694539
873	0.0004823694539
874	0.0004823694539
875	0.0004823694539
876	0.0004823694539
877	0.0004823694539
878	0.0004823694539
879	0.0004823694539
880	0.0004823694539
881	0.0004823694539
882	0.0004823694539
883	0.0004823694539
884	0.0004823694539
885	0.0004823694539
886	0.0004823694539
887	0.0004823694539
888	0.0004823694539
889	0.0004823694539
890	0.0004823694539
891	0.0004823694539
892	0.0004823694539
893	0.0004823694539
894	0.0004823694539
895	0.0004823694539
896	0.0004823694539
897	0.0004823694539
898	0.0004823694539
899	0.0004823694539
900	0.0004823694539
901	0.0004823694539
902	0.0004823694539
903	0.0004823694539
904	0.0004823694539
905	0.0004823694539
906	0.0004823694539
907	0.0004823694539
908	0.0004823694539
909	0.0004823694539
910	0.0004823694539
911	0.0004823694539
912	0.0004823694539
913	0.0004823694539
914	0.0004823694539
915	0.0004823694539
916	0.0004823694539
917	0.0004823694539
918	0.0004823694539
919	0.0004823694539
920	0.0004823694539
921	0.0004823694539
922	0.0004823694539
923	0.0004823694539
924	0.0004823694539
925	0.0004823694539
926	0.0004823694539
927	0.0004823694539
928	0.0004823694539
929	0.0004823694539
930	0.0004823694539
931	0.0004823694539
932	0.0004823694539
933	0.0004823694539
934	0.0004823694539
935	0.0004823694539
936	0.0004823694539
937	0.0004823694539
938	0.0004823694539
939	0.0004823694539
940	0.0004823694539
941	0.0004823694539
942	0.0004823694539
943	0.0004823694539
944	0.0004823694539
945	0.0004823694539
946	0.0004823694539
947	0.0004823694539
948	0.0004823694539
949	0.0004823694539
950	0.0004823694539
951	0.0004823694539
952	0.0004823694539
953	0.0004823694539
954	0.0004823694539
955	0.0004823694539
956	0.0004823694539
957	0.0004823694539
958	0.0004823694539
959	0.0004823694539
960	0.0004823694539
961	0.0004823694539
962	0.0004823694539
963	0.0004823694539
964	0.0004823694539
965	0.0004823694539
966	0.0004823694539
967	0.0004823694539
968	0.0004823694539
969	0.0004823694539
970	0.0004823694539
971	0.0004823694539
972	0.0004823694539
973	0.0004823694539
974	0.0004823694539
975	0.0004823694539
976	0.0004823694539
977	0.0004823694539
978	0.0004823694539
979	0.0004823694539
980	0.0004823694539
981	0.0004823694539
982	0.0004823694539
983	0.0004823694539
984	0.0004823694539
985	0.0004823694539
986	0.0004823694539
987	0.0004823694539
988	0.0004823694539
989	0.0004823694539
990	0.0004823694539
991	0.0004823694539
992	0.0004823694539
993	0.0004823694539
994	0.0004823694539
995	0.0004823694539
996	0.0004823694539
997	0.0004823694539
998	0.0004823694539
999	0.0004823694539
